Ta+Au @ 40A MeV from TAPS experiment at GANIL - Selected photon pairs.
TOF1[ns]TOF2[ns] E1[MeV]E2[MeV] Theta1 Theta2   Phi1    Phi2
2.737   2.351    28.66  38.58  106.41   58.26 -179.01    2.45
1.642   0.955    42.92  26.29  106.05  115.36 -163.50   10.74
1.967   1.437    29.70  43.23   55.05   88.78  167.05  163.87
2.323   2.368    33.04  38.85   96.39   65.12   -3.70    4.33
1.273   1.416    28.43  35.24  106.12   55.51 -170.32   -9.79
1.496   0.970    22.87  55.02  141.86   68.76  -26.04    1.36
1.290   0.795    38.65  37.05   61.67  146.98 -168.74   12.23
1.316   1.761    22.59  37.77  132.15   65.16 -174.11  -10.50
1.048   0.675    38.62  33.22  152.67  155.91 -175.45   19.72
2.975   2.920    35.95  27.11  100.81  132.39 -169.36  173.44
2.202   0.930    39.32  33.19   61.73  145.69  166.56   -7.13
1.682   1.554    31.25  33.08   95.71   60.54   -2.32   14.15
1.447   1.160    36.76  27.64   99.79   62.25 -164.75  -11.31
2.478   1.737    31.02  33.08  141.87   60.05  -18.48   10.75
1.436   1.525    33.27  28.46  140.25   69.56  170.38    1.51
2.217   2.137    34.23  29.93   97.25  149.01  162.14  -20.66
1.026   1.546    27.95  74.54   88.09   60.73  168.00  -16.61
1.700   1.488    30.21  30.58   92.10  101.14  179.99    4.11
2.154   1.991    32.77  36.11   89.15  132.81 -175.22  172.67
1.124   0.842    65.85  47.22   65.34   97.88 -163.24 -164.87
1.103   1.314    88.34  52.51  100.05  120.47  169.25   -0.74
0.765   1.063    38.14  29.39   48.20   95.97  172.66  176.14
1.295   1.126    23.77  38.34  158.72  116.16  172.11   19.32
1.694   1.780    28.46  26.21  104.28   94.43 -176.26   -6.12
1.756   1.731    32.73  38.03   63.43  109.47  165.98    2.31
1.396   1.164    37.02  49.20   90.08   65.32 -168.53   -3.16
1.282   1.568    26.67  36.33  103.99   95.56 -170.92    9.95
1.634   1.829    59.88  25.56   55.18  138.28  173.29   19.28
2.466   2.477    29.23  26.18   98.36   66.79 -179.26    7.23
1.211   0.814    73.41  64.15  137.04   67.80 -171.80   -3.19
1.222   1.475    26.75  24.11  101.32  161.23  177.28   46.02
1.164   1.125    25.90  38.50  153.22   53.06  -28.82    5.77
0.959   1.341    57.51  22.53   59.83  138.20  165.66  -14.54
1.873   2.264    30.83  39.71   90.02   66.45  178.45   -8.07
1.542   1.452    26.05  62.32  135.07   70.26  -24.97    9.15
1.906   2.017    24.04  27.12  147.72  115.04   15.63   10.61
1.856   2.223    30.66  29.05   91.98   49.84  -12.48  -14.56
1.588   1.632    27.53  27.65  143.54   50.49   13.63   -7.98
1.303   1.083    26.95  33.69   56.18   58.12  162.98   10.10
1.928   1.794    31.95  25.35   99.94  102.76 -171.86   -1.27
1.383   1.274    23.65  35.39  132.92   57.80  170.95    9.56
2.626   2.012    60.24  47.89   52.84  144.67 -158.97  -31.63
1.971   1.833    45.76 109.88  140.64   60.65 -158.39   -4.53
2.069   1.835    34.40  30.60   60.24  112.56  162.52  -14.57
1.285   1.129    22.76  46.26  136.53   69.95  -25.03   -7.82
1.125   1.512    51.56  98.11   98.79  114.60  177.60  -10.20
1.408   1.915    28.30  25.56   87.45  117.45 -173.15   15.79
1.242   1.309    31.25  48.46  111.75   70.21  177.27   15.19
2.067   1.607    29.16  27.45   86.68  147.84  162.85  -26.79
2.023   1.531    23.69  42.92  110.40   71.65  166.51  -11.26
1.655   1.375    22.13  40.51  144.84   95.06  -24.60   -7.16
1.184   1.343    24.92  30.16  109.48   53.36  168.80   16.08
1.159   1.623    33.97  28.30  106.28   54.85 -166.36  -13.57
1.626   0.892    32.31  44.21   87.17  100.04  174.29    9.36
2.417   2.523    26.98  29.08   65.06   98.35  167.31   12.87
0.926   0.499    35.78  26.75   93.46  100.33 -176.31   -8.81
2.571   2.265    31.45  27.65  139.64   50.70 -160.12   -1.35
1.197   1.004    24.66  88.28  107.24  115.65  175.80   -5.66
1.424   0.919    47.70  88.03   95.19   97.22 -167.32   12.10
2.174   2.368    36.22  47.73   61.97  111.31  169.15    4.35
1.884   1.776    26.29  29.51   97.64   71.03  168.41   14.57
1.594   1.861    27.91  28.69  100.86  159.84 -171.32  160.03
1.254   0.493    36.06  29.23  157.24   68.95  -32.49   16.02
1.184   1.293    86.60  57.07   91.14  113.15 -178.24    2.15
1.721   2.282    25.51  34.40  100.42   52.13   -8.68  -10.66
1.669   0.793    32.46  40.05  117.76   58.73  -12.37   12.46
1.912   2.926    26.57  31.79  107.03   51.89   14.34    9.88
1.404   2.263    36.60  36.06   95.24  145.42 -165.52 -170.50
1.612   1.435    27.40  27.68  151.66   53.25   -6.35   17.53
2.853   2.996    34.51  28.46  150.56  114.39  -12.78  -15.12
2.089   0.811    86.18  75.27  159.57   49.65   53.06  -14.66
2.427   1.984    49.75  27.25   47.27  149.48  165.24  -17.55
1.183   1.152    41.79  25.56   94.18  139.23 -173.30  -16.48
1.732   1.798    35.13  37.19  100.21  140.57 -178.79 -166.79
1.622   2.027    30.68  28.92   91.35   50.63 -175.06    5.87
1.563   1.475    44.75  34.12  104.46   55.08    2.83   14.24
2.606   2.195    24.24  31.82  147.27   57.67 -170.42   13.64
1.792   1.556    32.37  22.48   91.02  137.44 -178.68   -9.97
2.351   2.874    52.12  82.36   97.63   91.44 -164.93  -13.09
0.783   1.127   121.44  34.98   53.86  105.29  168.88   -4.06
0.921   2.385    31.48  24.50   90.81   94.98 -163.74    5.05
1.234   1.618    31.17  27.50  118.67   58.61   10.36   -2.26
1.152   1.928    27.34  25.87   55.66  144.78  168.88    5.67
1.948   1.467    29.59  52.85  101.26  137.61  170.28  -27.48
2.297   1.952    45.92  27.91   91.99   55.14 -171.58   -3.59
1.213   1.123    42.38  31.69  134.97   49.45  171.26   12.97
1.213   1.215    22.22  28.38  147.76   92.07   13.90  -14.08
1.536   1.202    22.07  29.34  149.70  111.26   23.65    8.97
2.589   2.533    49.10  43.63  162.04   48.36    6.57  -11.01
1.535   1.711    28.46  33.47   50.13  103.47  156.06   13.45
1.809   1.602    77.65  63.29   84.47   63.14 -177.31   -8.90
1.547   1.330    37.33  37.07  107.86   53.66   14.30   15.01
1.652   2.194    29.90  30.16   59.78  149.24  160.19  168.29
1.168   1.612    36.05  26.18  111.76  151.84  173.65  -18.33
1.612   2.196    24.84  36.22  141.84  102.40  -20.00   10.07
2.263   2.209    32.37  45.29   66.55   54.01 -159.87   -5.58
2.099   1.854    24.63  30.37   94.75   93.81  170.41   -3.47
1.690   1.663    32.18  77.68   96.13  102.39 -178.08  -14.45
1.098   0.625    35.83  47.99  104.17   63.89 -164.87    8.29
2.966   2.849    37.46  24.47   63.71  100.27 -163.11 -168.59
2.092   2.328    42.53  22.69   49.94  158.32  157.42  178.92
2.298   2.595    43.77  33.19  112.63  144.30  172.24  179.46
2.145   1.691    32.96  47.58   58.93   58.04  172.62   -1.42
1.570   1.762    22.53  28.02  144.70  104.40 -166.86  -11.26
1.913   0.969    38.70  48.46  110.03   68.57    1.09    6.90
1.819   0.847    39.35  30.23  105.35   66.25   20.44  -16.99
1.109   0.979    23.06  40.90  134.51  151.84  176.86  -16.40
1.991   1.858    69.80  65.68  106.80   57.72 -177.47  -19.28
1.814   1.845    31.44  47.37   94.30  114.18  174.93   -1.35
2.600   2.546    36.92  29.26  107.15   67.82  165.17    6.14
1.321   0.615    30.40  27.14  107.76   70.01 -179.83  -16.10
1.013   1.088    85.28  56.89  100.73   49.32  179.74    0.28
2.469   2.260    36.56  23.00   84.69  155.45 -175.61  -37.06
2.968   3.333    25.90  24.00  112.13  139.12  166.08  154.37
1.420   1.343    33.87  50.14   90.97   57.20 -168.45  -20.59
1.258   1.546    63.01  32.88  108.83  135.70  169.73 -172.90
2.827   2.649    22.64  23.03  133.17  159.20 -167.32    9.08
2.861   2.380    40.13  23.23  132.12  163.04 -168.75   31.79
1.685   1.681    59.97  39.04   59.10  155.81 -165.07  -14.71
0.973   1.784    34.54  37.54  113.69   47.82   11.96    8.74
1.724   2.089    45.59  30.99  101.32  107.29 -173.98    0.35
0.863   0.796    83.03  83.26  149.92  100.79 -159.12  -12.61
2.523   1.902    38.00  72.01  138.91   60.69  -10.39    0.78
1.134   1.485    98.22  28.02   86.47   56.95  178.66   10.50
1.530   1.402    25.17  49.05  105.87   61.56    5.79   14.03
1.136   1.464    63.82  81.67  152.12   66.62 -156.05  -13.21
1.952   1.829    25.31  26.21  150.06  114.80   31.67   12.81
1.360   1.521    32.00  27.91  131.61   99.51  165.95   -1.21
1.057   1.555    31.48  41.96  102.59   99.18 -176.88    3.92
1.939   1.747    37.80  31.17  108.81   61.51    8.64  -15.95
1.686   2.075    31.28  32.93   49.28   51.91  160.75   -0.89
1.953   1.626    25.17  41.26   88.32  100.00  164.15   -1.00
1.631   1.978    51.45  28.89  153.57   58.78  176.34  -15.26
1.658   1.969    27.09  49.05   52.64   91.18  157.12    4.69
1.566   1.093    25.48  29.85  138.97  117.97  -15.84   -3.35
1.837   1.675    31.13  47.70   96.44  135.64  164.19  179.62
2.155   1.773    30.71  24.04   45.08  108.72  171.95   10.35
1.197   1.554    36.14  27.60   64.94  143.66  167.85 -173.08
1.373   1.624    37.85  30.91   60.74   93.70  158.60   -5.18
1.260   1.746    40.92  35.80  141.94  107.87  -23.97  -15.48
3.058   2.740    34.25  41.37   85.45  164.17  179.74   31.95
2.850   2.621    36.45  22.28   89.36  147.97 -163.05   -0.06
1.599   1.537    39.89  25.32   96.28  106.37  165.00   14.73
2.081   2.475    22.61  24.73  137.45  111.78   -6.84  -19.35
1.351   1.218    28.72  46.18   53.58   71.83  159.37   17.76
0.472   1.614    38.14  31.02   88.37  135.96 -170.70   17.07
1.612   0.730    50.65  58.05  136.93   65.57  155.16   -7.72
1.409   1.615    32.94  28.43  144.76   71.15  163.54   15.45
1.456   1.504    27.91  23.69  132.56  162.49 -179.41   13.93
2.651   1.877    35.98  31.05  153.39   62.34 -165.66   10.44
1.444   1.591    27.91  30.44   84.29  132.89 -178.92  160.98
1.168   1.832    37.60  28.97  137.79   65.82 -162.93  -18.46
2.658   2.558    31.28  34.20   89.65   60.96 -169.16  -17.92
0.809   1.069    44.52  31.47   98.48   63.29  171.35    3.54
1.336   2.091    26.36  31.25  136.52   48.13  175.96   15.00
1.648   1.503    23.34  23.29  151.06  115.47   26.72  -10.18
2.073   2.136    32.80  29.67   94.37   64.03   -2.23    1.70
1.603   1.836    22.61  33.58  146.84   95.40  169.55    0.51
1.239   1.235    40.51 112.06  135.34   53.11  166.61  -14.41
2.182   1.926    34.74  25.07   60.22  108.83  174.55  -11.78
1.361   1.371    43.48  28.33   90.72   58.92 -169.26  -11.42
1.589   1.413    21.86  41.29  157.48  104.61    2.92   14.53
2.303   2.098    25.48  35.52  151.96  109.39 -175.41    9.11
1.161   0.905    25.63  31.86  147.22  121.02  -21.49    3.91
2.109   1.918    65.93  35.50   61.35   89.42  161.44 -171.84
1.446   1.315    35.95  38.23   58.21  154.33  176.80 -173.13
1.503   1.670    24.27  26.88  138.27  153.49 -178.31  -13.30
1.317   1.498    22.48  25.17  160.23  102.35   23.08    8.95
1.246   1.311    46.44  56.68   56.08  105.25 -160.83   -9.22
1.978   1.783    23.85  26.21  156.96   72.38  -27.84   11.11
1.508   1.444    27.99  24.50   53.20  101.98 -162.07 -169.67
0.479   1.429   123.52  44.02   63.91   64.84  164.56   -8.71
2.277   1.870    28.43  25.35   48.80  154.10  158.91   31.65
1.366   1.086    25.32  69.41  131.42   99.69  174.51  -14.67
